race_id,horse_number,popularity,win_odds,pred_prob,pred_rank,finish_position,is_winner
202202010808,10,10,136.1,0.01282821072371992,10,5.0,False
202202010808,6,7,34.8,0.01851823621071449,8,6.0,False
202202010808,8,6,30.9,0.07311534177957896,4,7.0,False
202202010808,3,3,4.7,0.13246329705443965,3,8.0,False
202202010808,1,4,23.3,0.019122269983615988,7,9.0,False
202202010808,9,9,73.2,0.026110703924682212,6,10.0,False
202502010311,5,8,20.0,0.09315199831623233,3,1.0,True
202502010311,9,2,5.2,0.14887592910156414,2,2.0,False
202502010311,7,3,7.3,0.07317138273858519,4,3.0,False
202502010311,4,6,16.9,0.05549771963944922,7,4.0,False
202502010311,12,7,18.1,0.032761448211368296,11,5.0,False
202502010311,2,10,40.5,0.06160109239734165,6,6.0,False
202502010311,11,14,126.3,0.03602320337616488,10,7.0,False
202502010311,3,5,8.9,0.03998631254524822,8,8.0,False
202502010311,10,4,7.7,0.07224889635847989,5,9.0,False
202502010311,13,1,2.5,0.16110294197437763,1,10.0,False
202502010311,6,12,87.8,0.011781893605942164,15,11.0,False
202502010311,1,13,99.9,0.015371478567111746,13,12.0,False
202502010311,8,11,72.2,0.03785043003638874,9,13.0,False
202502010311,15,15,143.5,0.015026129064029729,14,14.0,False
202502010311,14,9,22.5,0.016289150633906974,12,15.0,False
202401010610,8,6,10.5,0.05115324518600101,9,1.0,True
202401010610,10,14,59.4,0.0596712018047864,8,2.0,False
202401010610,9,2,5.2,0.03492535656801342,13,3.0,False
202401010610,14,13,42.9,0.015280562597791685,15,4.0,False
202401010610,12,12,34.8,0.03292172714729632,14,5.0,False
