feature,importance
past_5_passing_order_4_std,3133.5138053894043
basis_weight,3104.675979614258
past_5_passing_order_4_mean,2580.884397506714
past_3_passing_order_4_std,2543.2105922698975
win_rate_last10,2532.6934871673584
past_10_passing_order_1_median,2448.4863929748535
jockey_unknown_win_rate,2432.581491470337
day_of_meeting,2418.642406463623
past_5_last_3f_time_median,2410.201587677002
past_10_finish_position_max,2366.7212924957275
past_10_passing_order_1_max,2338.7708053588867
past_3_passing_order_1_max,2267.7908115386963
past_3_finish_position_max,2225.4936904907227
past_3_passing_order_1_median,2116.029790878296
distance_change,2104.267707824707
past_3_passing_order_4_mean,2067.942995071411
past_5_passing_order_1_max,1910.5993957519531
round_of_year,1714.2166004180908
past_5_finish_position_max,1589.140796661377
past_1_passing_order_4_max,1552.2448949813843
past_5_passing_order_4_max,1504.529390335083
prev_distance_m,1428.32320022583
past_10_passing_order_4_max,1423.4846000671387
past_3_passing_order_4_median,1300.8084964752197
past_10_passing_order_4_median,1296.720790863037
past_5_passing_order_4_median,1267.9973030090332
is_jockey_id_changed,1147.7946014404297
track_芝,1082.502197265625
jockey_marathon_win_rate,1068.625093460083
is_distance_shortened,756.2144012451172
bracket_is_middle,721.6657981872559
avg_finish_last3,683.8983993530273
past_1_passing_order_1_mean,662.1547946929932
past_3_passing_order_4_max,645.3971996307373
track_ダート,645.0790004730225
sex_牡,545.3789005279541
is_distance_lengthened,508.2570972442627
past_1_last_3f_time_mean,508.1066093444824
bracket_is_inner,458.2959976196289
past_1_passing_order_4_mean,374.3330020904541
place_rate_last10,354.9703998565674
year,326.51209449768066
past_1_last_3f_time_median,316.8150997161865
sex_牝,301.5664978027344
venue_change,241.89780044555664
sex_セ,238.50419998168945
bracket_is_outer,199.85060119628906
finish_std_last10,160.25819969177246
surface_change,150.96160316467285
finish_cv_last10,109.00379943847656
avg_finish_last5,79.82710075378418
past_1_passing_order_4_median,69.4851016998291
is_trainer_id_changed,66.62430000305176
past_1_finish_position_median,39.047298431396484
past_1_passing_order_1_median,22.637300491333008
is_lone_leader,0.0
past_1_passing_order_4_std,0.0
under_valued_score_avg_5,0.0
past_1_last_3f_time_std,0.0
win_rate_last3,0.0
win_rate_last5,0.0
bias_dynamic_score,0.0
past_1_finish_position_std,0.0
prev_race_class_val,0.0
combo_avg_finish,0.0
combo_avg_popularity,0.0
combo_overperform,0.0
combo_races,0.0
combo_win_rate,0.0
corner_loss_avg_5,0.0
pci_avg_5,0.0
place_rate_last3,0.0
past_1_passing_order_1_std,0.0
nishida_trend_score,0.0
finish_cv_last3,0.0
finish_cv_last5,0.0
is_rest_return,0.0
finish_std_last3,0.0
finish_std_last5,0.0
place_rate_last5,0.0
